event_ts_utc,sku,state,old_price_gbp,new_price_gbp,write_status,write_error,final_ceiling_landed_gbp,hard_floor_gbp,reason_codes_json
2026-02-13T15:55:59Z,DEMO-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.33,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_COMPLIANCE"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:21:25Z,DEMO-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:21:31Z,DEMO-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:21:49Z,DEMO-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:21:51Z,DEMO-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:31:29Z,DEMO-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:34:02Z,DEMO-GUARD-SKU,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T11:34:34Z,DEMO-GUARD-SKU,REGAIN,10.40,10.35,READ_ONLY_NO_WRITE,,18.95,10.35,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""LIVE_WRITES_DISABLED""]"
2026-02-27T12:15:47Z,0G-JB6S-PN34,REGAIN,10.40,10.25,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""PHASE_BEHAVIOR_APPLIED"",""LIVE_WRITES_DISABLED""]"
2026-02-27T12:15:47Z,ZZ-NOT-COHORT,REGAIN,10.40,10.30,READ_ONLY_NO_WRITE,,18.95,9.50,"[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_ELIGIBILITY"",""CEILING_RULE_INPUTS_MISSING"",""PHASE_BEHAVIOR_SKIPPED_NOT_IN_COHORT"",""LIVE_WRITES_DISABLED""]"
