queue_utc,seller_sku,asin,supplier_code,supplier_name,recommendation_status,suggested_qty,suggested_unit_cost_gbp,suggested_market_price_gbp,expected_forward_roi_pct,expected_forward_profit_per_unit_gbp,days_cover_available_only,days_cover_total_pipeline,reason_codes,queue_status,title,main_image,supplier_group_key,snooze_until_utc,queue_notes,cost_mode,recommendation_basis,max_break_even_purchase_price_gbp,max_target_roi_purchase_price_gbp,target_roi_pct,purchase_price_safety_status,user_price_check_required,supplier_cost_review_reason,expected_next_unit_cost_gbp,suggested_action,key_reason,confidence_note,is_snoozed
2026-05-19T12:29:02Z,04-FYSA-YCV0,B001JYLJB0,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Blackspur BB-RLP102 Heavy Duty Revolving Leather Punch,https://m.media-amazon.com/images/I/71-FRvcDS4L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,04-PU0K-EVHU,B009NST7AY,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,GREEN SHIELD CONDITIONING LEATHER SURFACE WIPES 70 PACK - EXTRA LARGE WIPES,https://m.media-amazon.com/images/I/71dgKEsyBQL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,05-CH74-4EW3,B006R5Z7DC,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Opies Red Marachino Cocktail Cherries with Stem 225g Jar - Marachino Cherries for Cocktails,https://m.media-amazon.com/images/I/418+WDPHi+L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0A-HHXO-QF32,B0993N4XMC,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Goodyear Bumper and Trim Restorer 750ml-back to Black| Helps Bumper and Trim Plastic Look Like New| Restores, Protects and Shines| Long Lasting Gloss Finish| Suitable for All Exterior Plastics",https://m.media-amazon.com/images/I/31xKdKDFC1L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0B-IC3D-6S96,B00ICS6JWK,,,wait,0,,8.95,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Idontix X-Floss Lite, Blue",https://m.media-amazon.com/images/I/61E7TRHWsuL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,8.95,8.136364,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0B-KZD0-FZB1,B07Y5KYLQ8,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Silvine Cloakroom/Raffle Tickets, Numbered 1-1000 with Security Numbering. Ref CRT1000, Single",https://m.media-amazon.com/images/I/41iBh9y9haL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0B-OUCV-UQE9,B01N4LH1PN,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,PETITFEE Gold Hydrogel Eye Patch,https://m.media-amazon.com/images/I/61pz8nfXpyL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0D-0039-WEPJ,B09V8GFY8C,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0F-MLCO-206G,B00RO5R4JE,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Bettina Soap Pads, 12 Pcs – Plastic-Free, Biodegradable, 100% Recycled Material, Eco-Friendly Steel Wool Pads for Sparkling Cleaning, Animal-Free Ingredients",https://m.media-amazon.com/images/I/71tPAc+V4fL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0Q-F5R3-333E,1848450486,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,The Darkest Surrender (Lords of the Underworld: Book 8),https://m.media-amazon.com/images/I/61FDxq9I0kL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0R-31MX-8MNY,B07B4NQSYS,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Kilner Wide Mouth Preserve Jar 0.35L (350ml) Glass Storage Jar with Vacuum Seal Lid Ideal for Preserving Whole Fruits Vegetables Pickles Jams,https://m.media-amazon.com/images/I/61ihCtGrO7L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,0T-2B9X-7G65,B0B8T9L8RY,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Smart Choice Dog Toy Box, Grey",https://m.media-amazon.com/images/I/71lZ0qgvZnL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,18-WD7G-J8U4,B0B32365PH,,,wait,0,,12.99,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Pokémon Paldea Battle Figure 4 Pack - Features 2-Inch Pikachu, Fuecoco, Sprigatito, and Quaxly Battle Figures",https://m.media-amazon.com/images/I/51HMT-g+OCL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,12.99,11.809091,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,1B-X7OV-DC22,B00SH4QZIM,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Darlac Grab-N-Lift Garden Waste Collector, Leaf Grabber Tool for Gardens, Ultra Lightweight Design, Leaf and Garden Waste Collection, Ref. DP556, Back Friendly Large Jaw Grabber with Moulded Handles",https://m.media-amazon.com/images/I/31DujYTU0kL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,1I-68NK-QBN0,B095ZY4PCG,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Fry's Turkish Delight Mini Chocolate Bars, 105 g (pack of 7)",https://m.media-amazon.com/images/I/618CVP8noDL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,1L-X5VM-8E2W,B09S5RXYKR,,,wait,0,,,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Etude House Fixing Tint #11 Rose Blending | Long Lasting High Pigmented Liquid Lipstick |Waterproof Lightweight Matte Finish Lip Stain| Full Coverage,https://m.media-amazon.com/images/I/41NXn28N4PL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,1U-1W76-M840,B07V9CRX7Y,,,wait,0,,4.02,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,PERFECT SCENTS 3 SCENTS - MYSTIC JAPAN,https://m.media-amazon.com/images/I/61hW8U-I+FL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,4.02,3.654545,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,3N-WGU4-MT5X,B00SWSU5BG,,,wait,0,,9.99,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Curaprox CUR010 CPS15 Interdental Brush, Regular, Black, 1.8 mm-4 mm (Pack of 5)",https://m.media-amazon.com/images/I/81bgaq9JhOL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,9.99,9.081818,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
