timestamp_utc,asof_date,marketplace,sku,asin,our_price,buy_box_price,buy_box_channel,lowest_fba_price,lowest_fbm_price,offer_count_fba,offer_count_fbm,seller_detail_status,seller_detail_attempted_flag,seller_detail_offer_row_count,seller_detail_snapshot_ts_utc,retry_next_run_flag,list_price,list_price_currency,apparent_sale_amount_gbp,apparent_sale_pct,bsr,bsr_category,source,notes,buy_box_present_flag,outcome_known_flag,we_present_flag,seller_detail_resolution_status,seller_detail_retry_attempt_count,seller_detail_rotation_skip_count,seller_detail_empty_response_count,seller_detail_api_error_count,seller_detail_force_attempt_flag,seller_detail_retry_exhausted_flag,seller_detail_operator_reason
2026-03-31T12:14:21Z,2026-03-31,UK,714776,B001KYTW0O,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,714810,B002BX8ZFG,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,7L-OT45-7LYB,B01NBDFDBC,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,8L-INBX-OUTU,B016Y8SWZQ,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,8M-LM6B-F2Q5,B00D1V5FPU,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,8R-E0Y9-0LAU,B0BBHBX72C,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,8U-QPFH-3EKQ,B07T9WVBZ2,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,8W-I703-VOFQ,B074H6M7TW,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,9X-HL62-83C7,B00BEUFYE2,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,A1-KSU1-GZMS,B07BC1CMDK,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,A2-T2AC-TW3L,B006PFN3BW,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,AK-OB6V-HIYD,B00IUKPVYM,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,C6-XGZB-J6QA,B0083HIM7U,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,CJ-X0SS-QOUW,B0CG234KW1,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,CN-NR50-TSFE,B0024I0DBW,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,CX-SMCH-4DYA,B0012B80HG,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,D0-C7C0-H6LN,B07F1MFWV1,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,DC-K5WH-R7F5,B0073FT7FY,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,EV-CHU5-XU3G,B07QQDMJ6M,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,FA-LRV6-YRFW,B00BUY54DI,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,FB-6FW0-Z82Q,B005F5TRBI,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,GH-XAAE-HRU7,B072K2PG11,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,GJ-2OZK-0GCA,B0CS3VF4GK,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,GK-YI4S-C158,B0009JJZ8A,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,H6-E7MP-EBPD,B00000IU72,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,HL-03ZR-QPHH,B09M3PFZC8,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,HS-R5IP-7E1C,B00LXM3PGK,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,JB-RGB6-LZOJ,B0001P0DLU,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,JE-D4LO-O2JD,B07JXBDGJB,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,L1-54EX-56YC,B09445GL1C,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,L3-ZQ8U-A7LQ,B004I2N5AS,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,L5-PF3B-WHU4,B09LDDFK4R,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,LP-QMNJ-J49G,B0CL5DHG37,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,LV-425G-BY4X,9188805646,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,MY-KL21-NMV5,B0913SVFD3,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,NN-TSZ1-X2RD,B093FQYQJH,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,OV-LVEL-DQL6,B08W25WKTN,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,R7-98IN-2PW8,B08CHKHTWX,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,RB-1O77-8969,B000X2F4II,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,RB-82FL-T88J,B0CJ8TNZ67,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,RI-VSUS-0YTD,B08MVGD2ND,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,RZ-6ZL9-CZ7J,B075XT2J8X,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,SE-UITZ-7CPY,B006SYGN9O,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,SU-JM8R-2U82,B09ST7SSLW,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,SZ-UL4K-SE7W,B002QGAF8S,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,TJ-6LOP-OPEU,B08P63MSS9,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,TK-E7QE-T40G,B000FPU2SK,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,U1-M5BM-8F5W,B0C9J86XCZ,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,US-AK96-YFSB,B002DPGTF0,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,VF-3T0K-DR5O,B08KFFY86W,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,VL-48KZ-J3F2,B07L8N2TC1,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,VU-8KRA-QP5M,B0BNLWBLMV,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,W3-8FN7-FSP0,B004J71OSC,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,WE-1Z7L-SA2I,B08MVG9QZW,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,WJ-YHKC-EES5,B07CN7NRF7,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,X7-MY4W-H2I4,B00S9IXBVU,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,XE-YPAI-HX9F,B086ZD7MG6,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,XH-0LAE-FQO5,B00AOES9GE,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,XY-UM2X-TPS3,B003VTZAM0,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,YO-EKK2-FRCC,B00BWU7MNU,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-03-31T12:14:21Z,2026-03-31,UK,Z7-26PV-O9LR,B07J9JGZZV,,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,2G-AYBQ-TUQG,B002KFZKZ8,17.44,12.18,FBA,12.18,14.68,10,5,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,2T-07RT-8IMX,B07W65T6VT,18.47,18.47,FBA,18.47,18.69,4,6,,,,,,15.83,GBP,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,2X-8XI7-C9T5,B07L6H9GZ2,9.99,9.99,FBA,9.99,,1,,,,,,,7.08,GBP,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,4F-HT42-FD26,B010E25DI2,8.98,8.98,FBA,8.98,9.12,3,9,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,6Q-9G2A-IKVV,B000PSB13C,15.39,9.99,FBA,9.99,13.99,2,2,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,6V-EEC1-2S9Z,B06WW79DX5,7.05,7.05,FBA,7.05,8.4,2,12,,,,,,0.0,GBP,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,714776,B001KYTW0O,4.85,4.92,FBA,4.85,7.71,2,1,,,,,,6.08,GBP,1.16,19.08,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,714810,B002BX8ZFG,9.99,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,7L-OT45-7LYB,B01NBDFDBC,4.37,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,8L-INBX-OUTU,B016Y8SWZQ,8.98,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,8M-LM6B-F2Q5,B00D1V5FPU,6.98,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,8R-E0Y9-0LAU,B0BBHBX72C,67.28,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,8U-QPFH-3EKQ,B07T9WVBZ2,6.27,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,8W-I703-VOFQ,B074H6M7TW,18.31,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,9X-HL62-83C7,B00BEUFYE2,5.77,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,A1-KSU1-GZMS,B07BC1CMDK,2.99,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,A2-T2AC-TW3L,B006PFN3BW,10.99,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,AK-OB6V-HIYD,B00IUKPVYM,4.33,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,C6-XGZB-J6QA,B0083HIM7U,6.07,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,CJ-X0SS-QOUW,B0CG234KW1,11.3,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,CN-NR50-TSFE,B0024I0DBW,18.47,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,CX-SMCH-4DYA,B0012B80HG,8.67,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,D0-C7C0-H6LN,B07F1MFWV1,6.0,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,DC-K5WH-R7F5,B0073FT7FY,3.0,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,EV-CHU5-XU3G,B07QQDMJ6M,7.49,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,FA-LRV6-YRFW,B00BUY54DI,16.92,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,FB-6FW0-Z82Q,B005F5TRBI,6.4,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,GH-XAAE-HRU7,B072K2PG11,7.6,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,GJ-2OZK-0GCA,B0CS3VF4GK,33.0,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,GK-YI4S-C158,B0009JJZ8A,8.17,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,H6-E7MP-EBPD,B00000IU72,17.73,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,HS-R5IP-7E1C,B00LXM3PGK,5.04,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,JB-RGB6-LZOJ,B0001P0DLU,6.01,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,JE-D4LO-O2JD,B07JXBDGJB,6.73,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,L1-54EX-56YC,B09445GL1C,12.53,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,L3-ZQ8U-A7LQ,B004I2N5AS,9.99,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,L5-PF3B-WHU4,B09LDDFK4R,39.94,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,LP-QMNJ-J49G,B0CL5DHG37,4.32,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,LV-425G-BY4X,9188805646,23.87,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,MY-KL21-NMV5,B0913SVFD3,37.06,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,NN-TSZ1-X2RD,B093FQYQJH,8.09,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,OV-LVEL-DQL6,B08W25WKTN,15.37,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,R7-98IN-2PW8,B08CHKHTWX,5.7,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,RB-1O77-8969,B000X2F4II,7.91,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,RB-82FL-T88J,B0CJ8TNZ67,28.85,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,RI-VSUS-0YTD,B08MVGD2ND,6.94,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,RZ-6ZL9-CZ7J,B075XT2J8X,6.83,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,SE-UITZ-7CPY,B006SYGN9O,9.2,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,SU-JM8R-2U82,B09ST7SSLW,15.46,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,SZ-UL4K-SE7W,B002QGAF8S,10.83,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,TJ-6LOP-OPEU,B08P63MSS9,6.49,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,TK-E7QE-T40G,B000FPU2SK,8.44,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,U1-M5BM-8F5W,B0C9J86XCZ,22.59,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,US-AK96-YFSB,B002DPGTF0,6.07,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,VF-3T0K-DR5O,B08KFFY86W,5.03,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,VL-48KZ-J3F2,B07L8N2TC1,5.23,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,VU-8KRA-QP5M,B0BNLWBLMV,11.84,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,W3-8FN7-FSP0,B004J71OSC,6.36,,Unknown,6.36,7.87,1,4,,,,,,14.39,GBP,,,,,SPAPI,active_merchant_base | buy_box_price_missing,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,WE-1Z7L-SA2I,B08MVG9QZW,6.94,6.99,FBM,6.94,6.99,2,1,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,WJ-YHKC-EES5,B07CN7NRF7,9.0,9.0,FBA,9.0,9.0,1,1,,,,,,10.1,GBP,1.1,10.89,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,X7-MY4W-H2I4,B00S9IXBVU,7.44,6.95,FBA,6.95,6.95,2,3,,,,,,5.79,GBP,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,XE-YPAI-HX9F,B086ZD7MG6,9.03,9.03,FBA,9.03,9.95,1,4,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,XH-0LAE-FQO5,B00AOES9GE,6.23,6.13,FBA,6.13,8.79,6,1,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,XY-UM2X-TPS3,B003VTZAM0,11.83,9.91,FBA,9.91,9.59,5,5,,,,,,5.92,GBP,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-01T23:29:27Z,2026-04-01,UK,YO-EKK2-FRCC,B00BWU7MNU,6.77,5.35,FBM,6.77,5.35,2,6,,,,,,3.29,GBP,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,2G-AYBQ-TUQG,B002KFZKZ8,17.44,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,2T-07RT-8IMX,B07W65T6VT,18.47,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,2X-8XI7-C9T5,B07L6H9GZ2,9.99,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,4F-HT42-FD26,B010E25DI2,8.98,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,6Q-9G2A-IKVV,B000PSB13C,15.39,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,6V-EEC1-2S9Z,B06WW79DX5,7.05,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,714776,B001KYTW0O,4.85,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,714810,B002BX8ZFG,9.99,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,7L-OT45-7LYB,B01NBDFDBC,4.37,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,8L-INBX-OUTU,B016Y8SWZQ,8.98,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,8M-LM6B-F2Q5,B00D1V5FPU,5.0,,,,,,,,,,,,,,,,,,SPAPI,active_merchant_base | pricing_context_missing,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,8R-E0Y9-0LAU,B0BBHBX72C,67.28,58.98,FBA,58.98,58.98,2,2,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
2026-04-02T23:43:44Z,2026-04-02,UK,8U-QPFH-3EKQ,B07T9WVBZ2,6.27,5.36,FBA,5.36,5.95,2,1,,,,,,,,,,,,SPAPI,active_merchant_base,,,,,,,,,,,
