asof_date,marketplace,sku,asin,buy_box_price_raw_gross,buy_box_price_used_gross,buy_box_channel,buy_box_seller_id,buy_box_missing_flag,buy_box_fallback_used_flag,lowest_offer_price_gross,lowest_fba_price_gross,lowest_fbm_price_gross,highest_offer_price_gross,median_offer_price_gross,price_spread_gross,offer_count_total,offer_count_fba,offer_count_fbm,amazon_present_flag,seller_entry_count_today,seller_exit_count_today,our_delivery_days,buy_box_delivery_days,delivery_parity_flag,prime_eligible_flag,break_even_exvat_gbp,break_even_gross_gbp,token_cost_exvat_gbp,min_price_gross_10pct,max_price_gross_current
2026-02-11,UK,4W-VS57-BV6A,B0C9LJNJWZ,35.0,35.0,FBA,A23VLR5KYFT1PR,0,0,34.990000,34.990000,35.000000,44.990000,36.620000,10.000000,12,1,11,0,1,0,0,0,1,1,61.188571,73.426285,18.500000,75.646285,40.250000
2026-02-11,UK,6V-EEC1-2S9Z,B06WW79DX5,7.93,7.93,FBA,AB5OM860MS57Z,0,0,7.930000,7.930000,8.410000,12.490000,9.335000,4.560000,10,2,8,0,0,0,0,0,1,1,5.573794,6.688553,2.250000,6.958553,9.119500
2026-02-11,UK,AX-NKNU-29C1,B08M52B4M5,,3.99,,AB5OM860MS57Z,1,1,3.990000,3.990000,4.990000,5.980000,5.110000,1.990000,5,1,4,0,0,0,0,0,1,1,2.290000,2.748000,0.610000,2.821200,4.588500
2026-02-11,UK,JB-RGB6-LZOJ,B0001P0DLU,5.95,5.95,FBM,A11NIG1P7AEFFD,0,0,5.950000,9.990000,5.950000,14.440000,7.800000,8.490000,13,1,12,0,1,1,0,1,0,0,4.778182,5.733818,2.470000,6.030218,6.842500
2026-02-11,UK,RZ-6ZL9-CZ7J,B075XT2J8X,6.35,6.35,FBA,A15X20ZKTLRSBW,0,0,6.350000,6.350000,7.370000,10.560000,7.420000,4.210000,10,4,6,0,0,0,0,0,1,1,6.928000,8.313600,2.420000,8.604000,7.302500
2026-02-11,UK,TJ-6LOP-OPEU,B08P63MSS9,,8.8,,A2FWYQ039SD442,1,1,8.680000,8.800000,8.680000,9.880000,8.800000,1.200000,5,2,3,0,0,0,0,0,1,1,5.240000,6.288000,2.190000,6.550800,10.120000
2026-02-11,UK,VF-3T0K-DR5O,B08KFFY86W,4.85,4.85,FBA,A2JHK2RGHEOXUY,0,0,4.850000,4.850000,5.140000,11.990000,5.195000,7.140000,21,17,4,0,0,0,0,0,1,1,4.400000,5.280000,2.050000,5.526000,5.577500
2026-02-11,UK,XH-0LAE-FQO5,B00AOES9GE,6.7,6.7,FBA,A1EGWKJ2C3AMWH,0,0,6.700000,6.700000,,6.900000,6.750000,0.200000,4,4,0,0,0,0,0,0,1,1,5.160000,6.192000,2.900000,6.540000,7.705000
2026-02-11,UK,XY-UM2X-TPS3,B003VTZAM0,9.99,9.99,FBM,AWANDGFK915DA,0,0,9.990000,11.200000,9.990000,11.990000,11.440000,2.000000,9,5,4,0,0,1,0,0,1,1,8.193333,9.832000,4.570000,10.380400,11.488500
2026-02-11,UK,YC-3L3M-BV48,B0CTD6Q6KY,74.0,74.0,FBA,AQ20HDTW7QNBM,0,0,74.000000,74.000000,105.950000,105.950000,74.260000,31.950000,3,2,1,0,0,0,0,0,1,1,113.320000,135.984000,39.610000,140.737200,85.100000
2026-02-12,UK,4W-VS57-BV6A,B0C9LJNJWZ,34.99,34.99,FBA,A23VLR5KYFT1PR,0,0,34.990000,34.990000,35.000000,44.990000,36.620000,10.000000,12,1,11,0,0,0,0,0,1,1,61.188571,73.426285,18.500000,75.646285,40.238500
2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,7.99,7.99,FBA,A12MJ1FK852SYB,0,0,7.980000,7.980000,8.410000,12.490000,9.335000,4.510000,10,2,8,0,0,0,0,0,1,1,5.605536,6.726643,2.250000,6.996643,9.188500
2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,,3.99,,AB5OM860MS57Z,1,1,3.990000,3.990000,4.990000,5.980000,5.110000,1.990000,5,1,4,0,0,0,0,0,1,1,2.290000,2.748000,0.610000,2.821200,4.588500
2026-02-12,UK,JB-RGB6-LZOJ,B0001P0DLU,6.35,6.35,FBM,A39VTM0CZSRJZA,0,0,6.350000,9.990000,6.350000,14.440000,8.740000,8.090000,12,1,11,0,0,1,0,0,1,0,4.778182,5.733818,2.470000,6.030218,7.302500
2026-02-12,UK,RZ-6ZL9-CZ7J,B075XT2J8X,6.35,6.35,FBA,A15X20ZKTLRSBW,0,0,6.350000,6.350000,7.370000,10.560000,7.370000,4.210000,11,5,6,0,1,0,0,0,1,1,6.928000,8.313600,2.420000,8.604000,7.302500
2026-02-12,UK,TJ-6LOP-OPEU,B08P63MSS9,,8.98,,A2FWYQ039SD442,1,1,8.680000,8.980000,8.680000,9.880000,8.980000,1.200000,5,2,3,0,0,0,0,0,1,1,5.240000,6.288000,2.190000,6.550800,10.327000
2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,4.85,4.85,FBA,A2JHK2RGHEOXUY,0,0,4.850000,4.850000,5.140000,11.990000,5.195000,7.140000,21,17,4,0,0,0,0,0,1,1,4.400000,5.280000,2.050000,5.526000,5.577500
2026-02-12,UK,XH-0LAE-FQO5,B00AOES9GE,6.7,6.7,FBA,A1EGWKJ2C3AMWH,0,0,6.700000,6.700000,,6.900000,6.750000,0.200000,4,4,0,0,0,0,0,0,1,1,5.160000,6.192000,2.900000,6.540000,7.705000
2026-02-12,UK,XY-UM2X-TPS3,B003VTZAM0,9.99,9.99,FBM,AWANDGFK915DA,0,0,9.990000,11.200000,9.990000,11.990000,11.440000,2.000000,9,5,4,0,0,0,0,0,1,1,8.193333,9.832000,4.570000,10.380400,11.488500
2026-02-12,UK,YC-3L3M-BV48,B0CTD6Q6KY,74.0,74.0,FBA,AQ20HDTW7QNBM,0,0,74.000000,74.000000,105.950000,105.950000,74.260000,31.950000,3,2,1,0,0,0,0,0,1,1,113.320000,135.984000,39.610000,140.737200,85.100000
2026-02-13,UK,4W-VS57-BV6A,B0C9LJNJWZ,34.99,34.99,FBA,A23VLR5KYFT1PR,0,0,34.990000,34.990000,35.000000,44.990000,36.670000,10.000000,12,1,11,0,0,0,0,0,1,1,61.188571,73.426285,18.500000,75.646285,40.238500
2026-02-13,UK,6V-EEC1-2S9Z,B06WW79DX5,7.99,7.99,FBA,A12MJ1FK852SYB,0,0,7.980000,7.980000,8.400000,12.490000,8.990000,4.510000,10,2,8,0,0,0,0,0,1,1,5.605536,6.726643,2.250000,6.996643,9.188500
2026-02-13,UK,AX-NKNU-29C1,B08M52B4M5,,3.99,,AB5OM860MS57Z,1,1,3.990000,3.990000,4.990000,5.980000,5.110000,1.990000,5,1,4,0,0,0,0,0,1,1,2.290000,2.748000,0.610000,2.821200,4.588500
2026-02-13,UK,JB-RGB6-LZOJ,B0001P0DLU,6.35,6.35,FBM,A39VTM0CZSRJZA,0,0,6.350000,9.990000,6.350000,14.440000,8.670000,8.090000,14,1,13,0,1,0,0,0,1,0,4.778182,5.733818,2.470000,6.030218,7.302500
2026-02-13,UK,RZ-6ZL9-CZ7J,B075XT2J8X,6.35,6.35,FBA,A15X20ZKTLRSBW,0,0,6.350000,6.350000,7.370000,10.560000,7.370000,4.210000,11,5,6,0,0,0,0,0,1,1,6.928000,8.313600,2.420000,8.604000,7.302500
2026-02-13,UK,TJ-6LOP-OPEU,B08P63MSS9,,8.96,,A2FWYQ039SD442,1,1,8.680000,8.960000,8.680000,9.880000,8.960000,1.200000,5,2,3,0,0,0,0,0,1,1,5.240000,6.288000,2.190000,6.550800,10.304000
2026-02-13,UK,VF-3T0K-DR5O,B08KFFY86W,4.85,4.85,FBA,A2JHK2RGHEOXUY,0,0,4.850000,4.850000,5.140000,11.990000,5.195000,7.140000,21,17,4,0,0,0,0,0,1,1,4.400000,5.280000,2.050000,5.526000,5.577500
2026-02-13,UK,XH-0LAE-FQO5,B00AOES9GE,6.7,6.7,FBA,A1EGWKJ2C3AMWH,0,0,6.700000,6.700000,,6.900000,6.700000,0.200000,5,5,0,0,1,0,0,0,1,1,5.093333,6.112000,2.900000,6.460000,7.705000
2026-02-13,UK,XY-UM2X-TPS3,B003VTZAM0,9.99,9.99,FBM,AWANDGFK915DA,0,0,9.990000,11.200000,9.990000,11.990000,11.455000,2.000000,10,5,5,0,1,0,0,0,1,1,8.193333,9.832000,4.570000,10.380400,11.488500
2026-02-13,UK,YC-3L3M-BV48,B0CTD6Q6KY,79.0,79.0,FBA,AQ20HDTW7QNBM,0,0,79.000000,79.000000,105.950000,105.950000,79.240000,26.950000,3,2,1,0,0,0,0,0,1,1,113.320000,135.984000,39.610000,140.737200,90.850000
2026-03-16,UK,2G-AYBQ-TUQG,B002KFZKZ8,14.3,14.3,FBA,,0,0,14.290000,14.290000,14.680000,,,,14,7,7,0,0,0,,,0,0,13.922500,16.707000,8.270000,17.699400,16.445000
2026-03-16,UK,2T-07RT-8IMX,B07W65T6VT,,24.57,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,,,,,28.255500
2026-03-16,UK,3X-EXDD-TD2K,B0D6W9DZX4,42.65,42.65,FBA,,0,0,30.680000,30.680000,42.650000,,,,4,1,3,0,0,0,,,0,0,29.212000,35.054400,20.482000,37.512240,49.047500
2026-03-16,UK,49-4UKW-G81R,B00WI8O0RG,,8.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,8.823810,10.588572,3.440000,11.001372,10.338500
2026-03-16,UK,4F-HT42-FD26,B010E25DI2,,8.98,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,7.430000,8.916000,3.330000,9.315600,10.327000
2026-03-16,UK,6Q-9G2A-IKVV,B000PSB13C,9.99,9.99,FBA,,0,0,9.990000,9.990000,11.000000,,,,6,2,4,0,0,0,,,0,0,17.180000,20.616000,7.290000,21.490800,11.488500
2026-03-16,UK,6V-EEC1-2S9Z,B06WW79DX5,6.33,6.33,FBA,,0,0,6.330000,6.330000,8.400000,,,,12,3,9,0,0,0,,,0,0,5.436584,6.523901,2.250000,6.793901,7.279500
2026-03-16,UK,714810,B002BX8ZFG,9.99,9.99,FBA,,0,0,9.990000,9.990000,,,,,1,1,0,0,0,0,,,0,0,4.570000,5.484000,1.340000,5.644800,11.488500
2026-03-16,UK,8M-NHB7-T8TR,B0B2RBG672,29.36,29.36,FBA,,0,0,29.360000,29.360000,29.350000,,,,9,3,6,0,0,0,,,0,0,22.885000,27.462000,15.260000,29.293200,33.764000
2026-03-16,UK,8U-QPFH-3EKQ,B07T9WVBZ2,5.36,5.36,FBA,,0,0,5.360000,5.360000,,,,,2,2,0,0,0,0,,,0,0,8.860000,10.632000,2.930000,10.983600,6.164000
2026-03-16,UK,9X-HL62-83C7,B00BEUFYE2,4.99,4.99,FBA,,0,0,4.980000,4.980000,4.990000,,,,10,5,5,0,0,0,,,0,0,6.223250,7.467900,1.990000,7.706700,5.738500
2026-03-16,UK,A1-KSU1-GZMS,B07BC1CMDK,2.99,2.99,FBA,,0,0,2.990000,2.990000,4.730000,,,,4,2,2,0,0,0,,,0,0,,,,,3.438500
2026-03-16,UK,A2-T2AC-TW3L,B006PFN3BW,11.06,11.06,FBA,,0,0,11.060000,11.060000,11.130000,,,,17,3,14,0,0,0,,,0,0,9.168155,11.001786,4.481429,11.539557,12.719000
2026-03-16,UK,AF-KIHX-ANYY,B0001P15T4,3.97,3.97,FBM,,0,0,4.980000,4.980000,2.950000,,,,12,1,11,0,0,0,,,0,0,5.150000,6.180000,0.840000,6.280800,4.565500
2026-03-16,UK,AX-NKNU-29C1,B08M52B4M5,,2.71,,,1,1,2.710000,2.710000,4.990000,,,,5,1,4,0,0,0,,,0,0,2.521667,3.026000,0.610000,3.099200,3.116500
2026-03-16,UK,BB-ZT14-1QQA,B086MBW9R9,,7.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.996667,7.196000,3.190000,7.578800,9.188500
2026-03-16,UK,BL-WX51-KQOK,B0897VHKW6,,9.99,,,1,1,9.990000,9.990000,,,,,1,1,0,0,0,0,,,0,0,6.700000,8.040000,3.400000,8.448000,11.488500
2026-03-16,UK,CJ-X0SS-QOUW,B0CG234KW1,10.31,10.31,FBA,,0,0,10.310000,10.310000,10.190000,,,,4,2,2,0,0,0,,,0,0,8.393250,10.071900,4.160000,10.571100,11.856500
2026-03-16,UK,CN-NR50-TSFE,B0024I0DBW,,24.95,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,12.813250,15.375900,8.580000,16.405500,28.692500
2026-03-16,UK,CX-SMCH-4DYA,B0012B80HG,8.38,8.38,FBA,,0,0,8.380000,8.380000,,,,,6,6,0,0,0,0,,,0,0,6.860000,8.232000,3.950000,8.706000,9.637000
2026-03-16,UK,D8-1A3E-I37F,B001ET78RY,34.99,34.99,FBA,,0,0,34.990000,34.990000,,,,,1,1,0,0,0,0,,,0,0,25.210000,30.252000,16.740000,32.260800,40.238500
2026-03-16,UK,DC-K5WH-R7F5,B0073FT7FY,3.0,3.0,FBA,,0,0,3.000000,3.000000,2.990000,,,,9,4,5,0,0,0,,,0,0,2.801215,3.361458,0.680000,3.443058,3.450000
2026-03-16,UK,EV-CHU5-XU3G,B07QQDMJ6M,,7.49,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.752000,6.902400,2.730000,7.230000,8.613500
2026-03-16,UK,FA-LRV6-YRFW,B00BUY54DI,16.95,16.95,FBA,,0,0,16.950000,16.950000,16.950000,,,,16,7,9,0,0,0,,,0,0,,,,,19.492500
2026-03-16,UK,FB-6FW0-Z82Q,B005F5TRBI,5.0,5.0,FBA,,0,0,5.000000,5.000000,5.000000,,,,10,3,7,0,0,0,,,0,0,5.853250,7.023900,1.620000,7.218300,5.750000
2026-03-16,UK,H6-E7MP-EBPD,B00000IU72,16.99,16.99,FBM,,0,0,17.700000,17.700000,16.990000,,,,16,2,14,0,0,0,,,0,0,13.865000,16.638000,8.450000,17.652000,19.538500
2026-03-16,UK,HL-03ZR-QPHH,B09M3PFZC8,6.17,6.17,FBA,,0,0,6.170000,6.170000,9.730000,,,,3,2,1,0,0,0,,,0,0,6.770000,8.124000,3.600000,8.556000,7.095500
2026-03-16,UK,HS-R5IP-7E1C,B00LXM3PGK,,9.99,,,1,1,9.990000,9.990000,5.700000,,,,7,1,6,0,0,0,,,0,0,,,,,11.488500
2026-03-16,UK,IJ-V0PQ-4CZ4,B09NQCV872,5.7,5.7,FBA,,0,0,5.700000,5.700000,5.750000,,,,8,2,6,0,0,0,,,0,0,4.880000,5.856000,1.970000,6.092400,6.555000
2026-03-16,UK,JB-RGB6-LZOJ,B0001P0DLU,6.01,6.01,FBA,,0,0,6.010000,6.010000,6.720000,,,,19,3,16,0,0,0,,,0,0,4.799565,5.759478,2.470000,6.055878,6.911500
2026-03-16,UK,JE-D4LO-O2JD,B07JXBDGJB,,6.73,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.953250,7.143900,1.720000,7.350300,7.739500
2026-03-16,UK,L5-PF3B-WHU4,B09LDDFK4R,,39.94,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,51.458182,61.749818,17.500000,63.849818,45.931000
2026-03-16,UK,LP-QMNJ-J49G,B0CL5DHG37,,5.99,,,1,1,5.990000,5.990000,5.090000,,,,2,1,1,0,0,0,,,0,0,3.660000,4.392000,0.700000,4.476000,6.888500
2026-03-16,UK,LR-7GM6-1RCH,B08MQB42B3,36.67,36.67,FBA,,0,0,32.910000,32.910000,36.800000,,,,9,2,7,0,0,0,,,0,0,28.850000,34.620000,23.250000,37.410000,42.170500
2026-03-16,UK,LV-425G-BY4X,9188805646,,69.61,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,23.210322,27.852386,16.380000,29.817986,80.051500
2026-03-16,UK,OV-LVEL-DQL6,B08W25WKTN,14.67,14.67,FBA,,0,0,14.670000,14.670000,13.990000,,,,18,4,14,0,0,0,,,0,0,12.025000,14.430000,6.950000,15.264000,16.870500
2026-03-16,UK,Q1-00D7-5IQF,B0042SI594,23.96,23.96,FBM,,0,0,25.790000,25.790000,23.960000,,,,8,3,5,0,0,0,,,0,0,16.410000,19.692000,9.800000,20.868000,27.554000
2026-03-16,UK,R4-0AXZ-ZZ9D,B0844ZRHS9,11.99,11.99,FBA,,0,0,9.240000,9.240000,11.990000,,,,12,4,8,0,0,0,,,0,0,67.887500,81.465000,4.850000,82.047000,13.788500
2026-03-16,UK,R7-98IN-2PW8,B08CHKHTWX,5.45,5.45,FBM,,0,0,5.690000,5.690000,5.450000,,,,19,4,15,0,0,0,,,0,0,4.500000,5.400000,2.500000,5.700000,6.267500
2026-03-16,UK,RI-VSUS-0YTD,B08MVGD2ND,6.99,6.99,FBM,,0,0,6.940000,6.940000,6.990000,,,,4,3,1,0,0,0,,,0,0,5.920000,7.104000,1.650000,7.302000,8.038500
2026-03-16,UK,RZ-6ZL9-CZ7J,B075XT2J8X,6.15,6.15,FBA,,0,0,6.150000,6.150000,6.630000,,,,11,5,6,0,0,0,,,0,0,6.510000,7.812000,2.420000,8.102400,7.072500
2026-03-16,UK,SZ-UL4K-SE7W,B002QGAF8S,,10.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,7.403250,8.883900,3.170000,9.264300,12.638500
2026-03-16,UK,TJ-6LOP-OPEU,B08P63MSS9,,9.0,,,1,1,9.000000,9.000000,8.680000,,,,6,3,3,0,0,0,,,0,0,5.240000,6.288000,2.190000,6.550800,10.350000
2026-03-16,UK,TK-E7QE-T40G,B000FPU2SK,8.81,8.81,FBA,,0,0,8.810000,8.810000,,,,,6,6,0,0,0,0,,,0,0,6.730000,8.076000,3.800000,8.532000,10.131500
2026-03-16,UK,US-AK96-YFSB,B002DPGTF0,7.9,7.9,FBA,,0,0,7.900000,7.900000,7.820000,,,,5,2,3,0,0,0,,,0,0,,,,,9.085000
2026-03-16,UK,VF-3T0K-DR5O,B08KFFY86W,4.84,4.84,FBA,,0,0,4.790000,4.790000,4.780000,,,,22,17,5,0,0,0,,,0,0,4.025000,4.830000,2.050000,5.076000,5.566000
2026-03-16,UK,VU-8KRA-QP5M,B0BNLWBLMV,12.73,12.73,FBA,,0,0,12.730000,12.730000,12.730000,,,,14,4,10,0,0,0,,,0,0,8.985000,10.782000,4.320000,11.300400,14.639500
2026-03-16,UK,W3-8FN7-FSP0,B004J71OSC,,7.99,,,1,1,7.990000,7.990000,7.870000,,,,5,1,4,0,0,0,,,0,0,,,,,9.188500
2026-03-16,UK,WE-1Z7L-SA2I,B08MVG9QZW,6.99,6.99,FBM,,0,0,6.940000,6.940000,6.990000,,,,3,2,1,0,0,0,,,0,0,,,,,8.038500
2026-03-16,UK,WJ-YHKC-EES5,B07CN7NRF7,9.0,9.0,FBM,,0,0,9.990000,9.990000,9.000000,,,,2,1,1,0,0,0,,,0,0,4.440000,5.328000,2.090000,5.578800,10.350000
2026-03-16,UK,X7-MY4W-H2I4,B00S9IXBVU,6.95,6.95,FBA,,0,0,6.950000,6.950000,6.950000,,,,6,2,4,0,0,0,,,0,0,7.030000,8.436000,2.280000,8.709600,7.992500
2026-03-16,UK,XE-YPAI-HX9F,B086ZD7MG6,8.09,8.09,FBA,,0,0,8.090000,8.090000,9.990000,,,,8,3,5,0,0,0,,,0,0,8.814828,10.577794,4.790000,11.152594,9.303500
2026-03-16,UK,XH-0LAE-FQO5,B00AOES9GE,6.75,6.75,FBA,,0,0,6.750000,6.750000,8.790000,,,,4,3,1,0,0,0,,,0,0,5.290000,6.348000,2.900000,6.696000,7.762500
2026-03-16,UK,XY-UM2X-TPS3,B003VTZAM0,9.99,9.99,FBM,,0,0,9.990000,9.990000,9.990000,,,,11,6,5,0,0,0,,,0,0,9.665625,11.598750,4.570000,12.147150,11.488500
2026-03-16,UK,YC-3L3M-BV48,B0CTD6Q6KY,78.76,78.76,FBA,,0,0,78.760000,78.760000,63.000000,,,,3,2,1,0,0,0,,,0,0,51.300000,61.560000,39.610000,66.313200,90.574000
2026-03-16,UK,YO-EKK2-FRCC,B00BWU7MNU,5.39,5.39,FBM,,0,0,5.920000,5.920000,5.390000,,,,11,5,6,0,0,0,,,0,0,19.015000,22.818000,2.380000,23.103600,6.198500
2026-03-16,UK,Z7-26PV-O9LR,B07J9JGZZV,9.0,9.0,FBA,,0,0,9.000000,9.000000,9.740000,,,,11,8,3,0,0,0,,,0,0,8.586123,10.303348,4.200000,10.807348,10.350000
2026-04-28,UK,2G-AYBQ-TUQG,B002KFZKZ8,,11.49,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,13.864000,16.636800,8.270000,17.629200,13.213500
2026-04-28,UK,2T-07RT-8IMX,B07W65T6VT,,24.0,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,14.648500,17.578200,8.580000,18.607800,27.600000
2026-04-28,UK,2X-8XI7-C9T5,B07L6H9GZ2,,9.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.978462,7.174154,2.740000,7.502954,11.488500
2026-04-28,UK,4F-HT42-FD26,B010E25DI2,,8.98,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,6.890000,8.268000,3.440000,8.680800,10.327000
2026-04-28,UK,6Q-9G2A-IKVV,B000PSB13C,,14.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,12.305135,14.766162,7.290000,15.640962,17.238500
2026-04-28,UK,6V-EEC1-2S9Z,B06WW79DX5,,6.6,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.332311,6.398773,2.221788,6.665388,7.590000
2026-04-28,UK,714776,B001KYTW0O,,5.47,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,3.476250,4.171500,1.210000,4.316700,6.290500
2026-04-28,UK,714810,B002BX8ZFG,,4.66,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,3.750000,4.500000,1.340000,4.660800,5.359000
2026-04-28,UK,7L-OT45-7LYB,B01NBDFDBC,,4.33,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,3.470155,4.164186,1.166250,4.304136,4.979500
2026-04-28,UK,8L-INBX-OUTU,B016Y8SWZQ,,8.96,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,6.593333,7.912000,2.530000,8.215600,10.304000
2026-04-28,UK,8M-LM6B-F2Q5,B00D1V5FPU,,6.43,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,4.055000,4.866000,1.800000,5.082000,7.394500
2026-04-28,UK,8R-E0Y9-0LAU,B0BBHBX72C,,66.59,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,54.744444,65.693333,38.100000,70.265333,76.578500
2026-04-28,UK,8U-QPFH-3EKQ,B07T9WVBZ2,,5.36,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,4.930000,5.916000,2.930000,6.267600,6.164000
2026-04-28,UK,8W-I703-VOFQ,B074H6M7TW,,19.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,14.050000,16.860000,9.950000,18.054000,22.988500
2026-04-28,UK,9X-HL62-83C7,B00BEUFYE2,,4.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.424559,6.509471,1.990000,6.748271,5.738500
2026-04-28,UK,A1-KSU1-GZMS,B07BC1CMDK,,3.7,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,,,,,4.255000
2026-04-28,UK,A2-T2AC-TW3L,B006PFN3BW,,10.87,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,9.093740,10.912488,4.440237,11.445316,12.500500
2026-04-28,UK,AK-OB6V-HIYD,B00IUKPVYM,,4.47,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,3.724778,4.469734,1.210000,4.614934,5.140500
2026-04-28,UK,C6-XGZB-J6QA,B0083HIM7U,,5.95,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.164511,6.197413,2.750000,6.527413,6.842500
2026-04-28,UK,CJ-X0SS-QOUW,B0CG234KW1,,10.38,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,13.640000,16.368000,4.160000,16.867200,11.937000
2026-04-28,UK,CN-NR50-TSFE,B0024I0DBW,,18.69,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,15.500000,18.600000,8.580000,19.629600,21.493500
2026-04-28,UK,CX-SMCH-4DYA,B0012B80HG,,8.38,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,6.843333,8.212000,3.950000,8.686000,9.637000
